order_id,customer_id,order_date,category,product_name,price,quantity,total_sales,customer_region,payment_type
1088,52515,2022-01-04 16:00:00,Roupas,Camiseta,50.0,1,50.0,Sul,Cartão de Crédito
1089,55963,2022-01-04 17:00:00,Roupas,Tênis,300.0,2,600.0,Nordeste,Pix
1090,59018,2022-01-04 18:00:00,Eletrônicos,Smartphone,1200.0,2,2400.0,Sudeste,Pix
1091,55502,2022-01-04 19:00:00,Eletrônicos,Smartphone,1200.0,1,1200.0,Norte,Pix
1092,50113,2022-01-04 20:00:00,Roupas,Camiseta,50.0,1,50.0,Norte,Cartão de Crédito
1093,52846,2022-01-04 21:00:00,Roupas,Boné,80.0,1,80.0,Nordeste,Pix
1094,55523,2022-01-04 22:00:00,Roupas,Jaqueta,250.0,2,500.0,Sudeste,Cartão de Débito
1095,56771,2022-01-04 23:00:00,Utensílios Domésticos,Cafeteira,250.0,2,500.0,Sul,Boleto
1096,53733,2022-01-05 00:00:00,Utensílios Domésticos,Micro-ondas,600.0,1,600.0,Nordeste,Boleto
1097,53019,2022-01-05 01:00:00,Roupas,Tênis,300.0,3,900.0,Centro-Oeste,Boleto
1098,54334,2022-01-05 02:00:00,Eletrônicos,Fone de Ouvido,200.0,2,400.0,Centro-Oeste,Boleto
1099,55001,2022-01-05 03:00:00,Roupas,Tênis,300.0,1,300.0,Norte,Cartão de Débito
1100,56411,2022-01-05 04:00:00,Utensílios Domésticos,Cafeteira,250.0,5,1250.0,Norte,Cartão de Débito
1101,59898,2022-01-05 05:00:00,Eletrônicos,Notebook,3500.0,2,7000.0,Centro-Oeste,Cartão de Débito
1102,52742,2022-01-05 06:00:00,Utensílios Domésticos,Aspirador de Pó,400.0,3,1200.0,Centro-Oeste,Cartão de Crédito
1103,54090,2022-01-05 07:00:00,Roupas,Calça Jeans,120.0,4,480.0,Sul,Cartão de Débito
1104,50971,2022-01-05 08:00:00,Utensílios Domésticos,Micro-ondas,600.0,3,1800.0,Nordeste,Pix
1105,51111,2022-01-05 09:00:00,Roupas,Camiseta,50.0,3,150.0,Centro-Oeste,Boleto
1106,52568,2022-01-05 10:00:00,Roupas,Camiseta,50.0,5,250.0,Sul,Cartão de Crédito
1107,50537,2022-01-05 11:00:00,Roupas,Boné,80.0,3,240.0,Sudeste,Boleto
1108,51648,2022-01-05 12:00:00,Utensílios Domésticos,Cafeteira,250.0,1,250.0,Sul,Cartão de Crédito
1109,54399,2022-01-05 13:00:00,Eletrônicos,Fone de Ouvido,200.0,2,400.0,Sul,Boleto
1110,58435,2022-01-05 14:00:00,Eletrônicos,Fone de Ouvido,200.0,1,200.0,Centro-Oeste,Cartão de Crédito
1111,55810,2022-01-05 15:00:00,Roupas,Boné,80.0,2,160.0,Nordeste,Cartão de Débito
1112,59880,2022-01-05 16:00:00,Roupas,Camiseta,50.0,5,250.0,Norte,Cartão de Crédito
1113,51574,2022-01-05 17:00:00,Roupas,Jaqueta,250.0,2,500.0,Sul,Pix
1114,55905,2022-01-05 18:00:00,Roupas,Jaqueta,250.0,4,1000.0,Centro-Oeste,Cartão de Crédito
1115,55894,2022-01-05 19:00:00,Eletrônicos,Smartphone,1200.0,1,1200.0,Centro-Oeste,Cartão de Débito
1116,59783,2022-01-05 20:00:00,Utensílios Domésticos,Aspirador de Pó,400.0,3,1200.0,Sul,Pix
1117,53578,2022-01-05 21:00:00,Eletrônicos,Notebook,3500.0,2,7000.0,Nordeste,Cartão de Débito
1118,58525,2022-01-05 22:00:00,Roupas,Boné,80.0,5,400.0,Sudeste,Cartão de Débito
1119,51017,2022-01-05 23:00:00,Eletrônicos,Fone de Ouvido,200.0,4,800.0,Sudeste,Cartão de Débito
1120,59044,2022-01-06 00:00:00,Roupas,Camiseta,50.0,5,250.0,Centro-Oeste,Cartão de Débito
1121,51833,2022-01-06 01:00:00,Roupas,Jaqueta,250.0,5,1250.0,Norte,Pix
1122,50760,2022-01-06 02:00:00,Utensílios Domésticos,Panela,90.0,4,360.0,Sul,Boleto
1123,50971,2022-01-06 03:00:00,Eletrônicos,Smartphone,1200.0,1,1200.0,Sudeste,Boleto
1124,54126,2022-01-06 04:00:00,Roupas,Tênis,300.0,4,1200.0,Nordeste,Cartão de Débito
1125,59752,2022-01-06 05:00:00,Eletrônicos,Teclado,150.0,5,750.0,Sudeste,Cartão de Crédito
1126,53972,2022-01-06 06:00:00,Eletrônicos,Fone de Ouvido,200.0,1,200.0,Norte,Cartão de Crédito
1127,58052,2022-01-06 07:00:00,Utensílios Domésticos,Cafeteira,250.0,3,750.0,Nordeste,Cartão de Débito
1128,59641,2022-01-06 08:00:00,Utensílios Domésticos,Cafeteira,250.0,3,750.0,Sudeste,Cartão de Crédito
1129,59897,2022-01-06 09:00:00,Utensílios Domésticos,Liquidificador,180.0,1,180.0,Sul,Cartão de Crédito
1130,50508,2022-01-06 10:00:00,Eletrônicos,Smartphone,1200.0,4,4800.0,Nordeste,Cartão de Crédito
1131,50209,2022-01-06 11:00:00,Utensílios Domésticos,Cafeteira,250.0,4,1000.0,Sudeste,Cartão de Débito
1132,54552,2022-01-06 12:00:00,Eletrônicos,Monitor,800.0,2,1600.0,Sudeste,Cartão de Crédito
1133,52778,2022-01-06 13:00:00,Utensílios Domésticos,Panela,90.0,2,180.0,Centro-Oeste,Pix
1134,58650,2022-01-06 14:00:00,Utensílios Domésticos,Micro-ondas,600.0,5,3000.0,Sul,Pix
1135,57957,2022-01-06 15:00:00,Eletrônicos,Fone de Ouvido,200.0,2,400.0,Centro-Oeste,Cartão de Débito
1136,54475,2022-01-06 16:00:00,Eletrônicos,Fone de Ouvido,200.0,4,800.0,Norte,Cartão de Débito
1137,54302,2022-01-06 17:00:00,Utensílios Domésticos,Cafeteira,250.0,4,1000.0,Sul,Cartão de Crédito
1138,54979,2022-01-06 18:00:00,Utensílios Domésticos,Aspirador de Pó,400.0,2,800.0,Sul,Cartão de Débito
1139,51566,2022-01-06 19:00:00,Roupas,Tênis,300.0,1,300.0,Norte,Pix
1140,52900,2022-01-06 20:00:00,Roupas,Camiseta,50.0,1,50.0,Sul,Boleto
1141,53081,2022-01-06 21:00:00,Eletrônicos,Monitor,800.0,5,4000.0,Nordeste,Cartão de Crédito
1142,54607,2022-01-06 22:00:00,Utensílios Domésticos,Cafeteira,250.0,2,500.0,Nordeste,Boleto
1143,59837,2022-01-06 23:00:00,Roupas,Boné,80.0,4,320.0,Centro-Oeste,Cartão de Crédito
1144,57792,2022-01-07 00:00:00,Roupas,Boné,80.0,4,320.0,Centro-Oeste,Boleto
1145,55109,2022-01-07 01:00:00,Utensílios Domésticos,Cafeteira,250.0,4,1000.0,Sudeste,Cartão de Débito
1146,58497,2022-01-07 02:00:00,Eletrônicos,Fone de Ouvido,200.0,5,1000.0,Sul,Cartão de Débito
1147,53696,2022-01-07 03:00:00,Roupas,Camiseta,50.0,1,50.0,Sul,Pix
1148,58030,2022-01-07 04:00:00,Roupas,Jaqueta,250.0,1,250.0,Centro-Oeste,Boleto
1149,55578,2022-01-07 05:00:00,Roupas,Tênis,300.0,3,900.0,Sul,Cartão de Crédito
1150,56291,2022-01-07 06:00:00,Eletrônicos,Fone de Ouvido,200.0,3,600.0,Sul,Cartão de Débito
1151,54266,2022-01-07 07:00:00,Eletrônicos,Fone de Ouvido,200.0,5,1000.0,Nordeste,Cartão de Crédito
1152,55861,2022-01-07 08:00:00,Eletrônicos,Fone de Ouvido,200.0,4,800.0,Nordeste,Cartão de Crédito
1153,50548,2022-01-07 09:00:00,Utensílios Domésticos,Aspirador de Pó,400.0,1,400.0,Sudeste,Cartão de Débito
1154,54622,2022-01-07 10:00:00,Eletrônicos,Monitor,800.0,2,1600.0,Norte,Pix
1155,57539,2022-01-07 11:00:00,Eletrônicos,Monitor,800.0,1,800.0,Centro-Oeste,Cartão de Crédito
1156,56770,2022-01-07 12:00:00,Eletrônicos,Monitor,800.0,2,1600.0,Norte,Cartão de Débito
1157,55830,2022-01-07 13:00:00,Utensílios Domésticos,Micro-ondas,600.0,4,2400.0,Centro-Oeste,Cartão de Débito
1158,59521,2022-01-07 14:00:00,Eletrônicos,Fone de Ouvido,200.0,4,800.0,Norte,Pix
1159,54288,2022-01-07 15:00:00,Roupas,Calça Jeans,120.0,1,120.0,Sul,Pix
1160,57050,2022-01-07 16:00:00,Eletrônicos,Monitor,800.0,3,2400.0,Sul,Boleto
1161,53458,2022-01-07 17:00:00,Roupas,Calça Jeans,120.0,3,360.0,Norte,Cartão de Débito
1162,53992,2022-01-07 18:00:00,Roupas,Tênis,300.0,5,1500.0,Norte,Boleto
1163,57984,2022-01-07 19:00:00,Utensílios Domésticos,Aspirador de Pó,400.0,2,800.0,Centro-Oeste,Boleto
1164,50155,2022-01-07 20:00:00,Eletrônicos,Smartphone,1200.0,2,2400.0,Norte,Pix
1165,55096,2022-01-07 21:00:00,Roupas,Camiseta,50.0,5,250.0,Centro-Oeste,Cartão de Débito
1166,53759,2022-01-07 22:00:00,Roupas,Jaqueta,250.0,3,750.0,Nordeste,Boleto
1167,52136,2022-01-07 23:00:00,Eletrônicos,Monitor,800.0,5,4000.0,Norte,Cartão de Crédito
1168,52142,2022-01-08 00:00:00,Eletrônicos,Monitor,800.0,5,4000.0,Centro-Oeste,Cartão de Débito
1169,51114,2022-01-08 01:00:00,Roupas,Calça Jeans,120.0,1,120.0,Nordeste,Pix
1170,51674,2022-01-08 02:00:00,Utensílios Domésticos,Micro-ondas,600.0,4,2400.0,Sul,Cartão de Débito
1171,50452,2022-01-08 03:00:00,Utensílios Domésticos,Liquidificador,180.0,3,540.0,Centro-Oeste,Cartão de Débito
1172,54361,2022-01-08 04:00:00,Roupas,Jaqueta,250.0,1,250.0,Sul,Cartão de Crédito
1173,54669,2022-01-08 05:00:00,Utensílios Domésticos,Panela,90.0,2,180.0,Sul,Cartão de Crédito
1174,50754,2022-01-08 06:00:00,Eletrônicos,Monitor,800.0,4,3200.0,Nordeste,Cartão de Crédito
1175,55740,2022-01-08 07:00:00,Roupas,Tênis,300.0,4,1200.0,Norte,Boleto
1176,58258,2022-01-08 08:00:00,Eletrônicos,Monitor,800.0,2,1600.0,Nordeste,Pix
1177,53858,2022-01-08 09:00:00,Roupas,Tênis,300.0,5,1500.0,Norte,Pix
1178,56848,2022-01-08 10:00:00,Utensílios Domésticos,Micro-ondas,600.0,4,2400.0,Sul,Boleto
1179,58619,2022-01-08 11:00:00,Utensílios Domésticos,Aspirador de Pó,400.0,3,1200.0,Sudeste,Pix
1180,59372,2022-01-08 12:00:00,Eletrônicos,Smartphone,1200.0,1,1200.0,Nordeste,Cartão de Débito
1181,54066,2022-01-08 13:00:00,Roupas,Calça Jeans,120.0,2,240.0,Centro-Oeste,Boleto
1182,50702,2022-01-08 14:00:00,Roupas,Boné,80.0,3,240.0,Sul,Cartão de Crédito
1183,52785,2022-01-08 15:00:00,Eletrônicos,Notebook,3500.0,2,7000.0,Sudeste,Boleto
1184,57421,2022-01-08 16:00:00,Utensílios Domésticos,Liquidificador,180.0,1,180.0,Sul,Cartão de Crédito
1185,59780,2022-01-08 17:00:00,Roupas,Calça Jeans,120.0,4,480.0,Norte,Boleto
1186,57660,2022-01-08 18:00:00,Roupas,Tênis,300.0,5,1500.0,Sudeste,Cartão de Crédito
1187,53448,2022-01-08 19:00:00,Eletrônicos,Notebook,3500.0,4,14000.0,Nordeste,Pix
1188,55309,2022-01-08 20:00:00,Roupas,Calça Jeans,120.0,5,600.0,Norte,Boleto
1189,56547,2022-01-08 21:00:00,Roupas,Jaqueta,250.0,5,1250.0,Norte,Pix
1190,58692,2022-01-08 22:00:00,Roupas,Boné,80.0,5,400.0,Sul,Cartão de Crédito
1191,59573,2022-01-08 23:00:00,Utensílios Domésticos,Micro-ondas,600.0,1,600.0,Centro-Oeste,Cartão de Débito
1192,55054,2022-01-09 00:00:00,Roupas,Boné,80.0,2,160.0,Sul,Boleto
1193,54252,2022-01-09 01:00:00,Roupas,Tênis,300.0,3,900.0,Norte,Boleto
1194,57906,2022-01-09 02:00:00,Eletrônicos,Teclado,150.0,3,450.0,Nordeste,Cartão de Crédito
1195,54020,2022-01-09 03:00:00,Roupas,Boné,80.0,4,320.0,Sul,Cartão de Débito
1196,57842,2022-01-09 04:00:00,Eletrônicos,Teclado,150.0,4,600.0,Sudeste,Pix
1197,52852,2022-01-09 05:00:00,Eletrônicos,Smartphone,1200.0,4,4800.0,Centro-Oeste,Boleto
1198,57894,2022-01-09 06:00:00,Utensílios Domésticos,Liquidificador,180.0,5,900.0,Norte,Cartão de Débito
1199,58106,2022-01-09 07:00:00,Eletrônicos,Teclado,150.0,4,600.0,Centro-Oeste,Boleto
1200,53131,2022-01-09 08:00:00,Roupas,Camiseta,50.0,5,250.0,Sul,Cartão de Débito
1201,50522,2022-01-09 09:00:00,Eletrônicos,Notebook,3500.0,3,10500.0,Norte,Boleto
1202,51352,2022-01-09 10:00:00,Utensílios Domésticos,Micro-ondas,600.0,4,2400.0,Norte,Cartão de Débito
1203,50153,2022-01-09 11:00:00,Roupas,Boné,80.0,1,80.0,Nordeste,Pix
1204,53455,2022-01-09 12:00:00,Roupas,Tênis,300.0,4,1200.0,Centro-Oeste,Pix
1205,54903,2022-01-09 13:00:00,Eletrônicos,Smartphone,1200.0,3,3600.0,Nordeste,Cartão de Débito
1206,54180,2022-01-09 14:00:00,Eletrônicos,Smartphone,1200.0,1,1200.0,Norte,Cartão de Crédito
1207,50229,2022-01-09 15:00:00,Utensílios Domésticos,Aspirador de Pó,400.0,1,400.0,Nordeste,Cartão de Crédito
1208,59857,2022-01-09 16:00:00,Utensílios Domésticos,Liquidificador,180.0,2,360.0,Sudeste,Boleto
1209,57631,2022-01-09 17:00:00,Eletrônicos,Notebook,3500.0,3,10500.0,Sul,Pix
1210,53947,2022-01-09 18:00:00,Roupas,Calça Jeans,120.0,3,360.0,Centro-Oeste,Boleto
1211,52688,2022-01-09 19:00:00,Eletrônicos,Smartphone,1200.0,2,2400.0,Sul,Cartão de Crédito
1212,57690,2022-01-09 20:00:00,Eletrônicos,Monitor,800.0,2,1600.0,Sudeste,Cartão de Crédito
1213,54981,2022-01-09 21:00:00,Roupas,Camiseta,50.0,2,100.0,Norte,Boleto
1214,51107,2022-01-09 22:00:00,Roupas,Tênis,300.0,3,900.0,Centro-Oeste,Cartão de Crédito
1215,54160,2022-01-09 23:00:00,Eletrônicos,Fone de Ouvido,200.0,3,600.0,Centro-Oeste,Pix
1216,56330,2022-01-10 00:00:00,Utensílios Domésticos,Aspirador de Pó,400.0,4,1600.0,Nordeste,Cartão de Débito
1217,57569,2022-01-10 01:00:00,Roupas,Tênis,300.0,4,1200.0,Sudeste,Pix
1218,59716,2022-01-10 02:00:00,Utensílios Domésticos,Micro-ondas,600.0,3,1800.0,Centro-Oeste,Cartão de Débito
1219,53660,2022-01-10 03:00:00,Eletrônicos,Fone de Ouvido,200.0,4,800.0,Sul,Boleto
1220,59886,2022-01-10 04:00:00,Eletrônicos,Monitor,800.0,3,2400.0,Sudeste,Boleto
1221,50520,2022-01-10 05:00:00,Utensílios Domésticos,Liquidificador,180.0,4,720.0,Norte,Cartão de Crédito
1222,51685,2022-01-10 06:00:00,Eletrônicos,Teclado,150.0,4,600.0,Sudeste,Pix
1223,56713,2022-01-10 07:00:00,Eletrônicos,Teclado,150.0,4,600.0,Norte,Boleto
1224,51807,2022-01-10 08:00:00,Roupas,Calça Jeans,120.0,2,240.0,Nordeste,Cartão de Crédito
1225,57138,2022-01-10 09:00:00,Roupas,Boné,80.0,4,320.0,Norte,Pix
1226,52518,2022-01-10 10:00:00,Utensílios Domésticos,Liquidificador,180.0,1,180.0,Nordeste,Cartão de Crédito
1227,54641,2022-01-10 11:00:00,Roupas,Calça Jeans,120.0,3,360.0,Sudeste,Boleto
1228,55401,2022-01-10 12:00:00,Roupas,Camiseta,50.0,4,200.0,Norte,Cartão de Crédito
1229,51550,2022-01-10 13:00:00,Roupas,Calça Jeans,120.0,5,600.0,Centro-Oeste,Cartão de Débito
1230,54506,2022-01-10 14:00:00,Roupas,Camiseta,50.0,5,250.0,Sudeste,Boleto
1231,52720,2022-01-10 15:00:00,Eletrônicos,Teclado,150.0,4,600.0,Nordeste,Cartão de Débito
1232,50046,2022-01-10 16:00:00,Utensílios Domésticos,Cafeteira,250.0,1,250.0,Nordeste,Cartão de Débito
1233,50887,2022-01-10 17:00:00,Utensílios Domésticos,Liquidificador,180.0,5,900.0,Centro-Oeste,Pix
1234,53533,2022-01-10 18:00:00,Eletrônicos,Smartphone,1200.0,2,2400.0,Centro-Oeste,Pix
1235,51484,2022-01-10 19:00:00,Utensílios Domésticos,Micro-ondas,600.0,4,2400.0,Sul,Cartão de Débito
1236,53327,2022-01-10 20:00:00,Roupas,Calça Jeans,120.0,3,360.0,Sudeste,Boleto
1237,53850,2022-01-10 21:00:00,Roupas,Jaqueta,250.0,4,1000.0,Sul,Cartão de Débito
1238,55556,2022-01-10 22:00:00,Roupas,Boné,80.0,2,160.0,Centro-Oeste,Cartão de Crédito
1239,58471,2022-01-10 23:00:00,Utensílios Domésticos,Panela,90.0,2,180.0,Nordeste,Cartão de Débito
1240,53380,2022-01-11 00:00:00,Utensílios Domésticos,Liquidificador,180.0,3,540.0,Norte,Boleto
1241,52866,2022-01-11 01:00:00,Eletrônicos,Fone de Ouvido,200.0,3,600.0,Nordeste,Boleto
1242,51318,2022-01-11 02:00:00,Utensílios Domésticos,Aspirador de Pó,400.0,1,400.0,Sul,Boleto
1243,59345,2022-01-11 03:00:00,Roupas,Camiseta,50.0,5,250.0,Centro-Oeste,Boleto
1244,59982,2022-01-11 04:00:00,Eletrônicos,Fone de Ouvido,200.0,3,600.0,Norte,Boleto
